Card ID,Name,Type,Deck,Players,Cost,Prerequisite,Card Text,Bonus Points,banned,is_no,dealt,drafted,played,won,ADP,play_ratio,win_ratio,PWR,PWR_no_log,PWR_normalized
FR009,Bathroom,Minor Improvement,Fr,,,1 plowed field,"Each time you convert a Grain or Vegetable into Food, you may place it on this card. For each field you Sow, you may take 1 Good of the same type from this card and add it to that field. (Goods on this card do not count for points when scoring.)",,False,True,752.0,349.0,190.0,52.0,5.91,0.2526595745,0.2736842105,0.99,0.9410494321,
E18,Bean Field,Minor Improvement,E,,1 food,2 Occupations,"When Sowing, you can plant vegetables on this card as though it were a field.",1,False,True,1056.0,960.0,842.0,260.0,3.42,0.7973484848,0.3087885986,3.52,3.4588333282,
G67227,Bean Hole,Minor Improvement,G6,,1S,,You may use the Bean Hole to convert Vegetables to 5 Food each. Place the Food on the next Rounds action space. At the start of that Round you receive the Food.,1,False,True,586.0,492.0,352.0,112.0,4.26,0.6006825939,0.3181818182,2.73,2.6605646913,
119,Beartrainer,Occupation,G7,,,,,,False,False,281.0,259.0,190.0,40.0,3.38,0.6761565836,0.2105263158,2.03,1.9800390656,
G44324,Beastmaster,Occupation,G4,,,,"You may no longer convert animals to Food. Whenever you use an animal Accumulation space, you receive an additional 3 Food. At the end of the game, you receive 1 Bonus point for each animal category in which you score the maximum 4 points.",,False,True,694.0,498.0,222.0,66.0,5.18,0.3198847262,0.2972972973,1.36,1.2790270715,
G78810,Beauty and the Beast,Occupation,G7,,,,"Whenever your second Family member uses an Action space orthogonally adjacent to the Action space occupied by your first Family member, you receive 2 Food.",,False,True,340.0,318.0,289.0,92.0,2.48,0.85,0.3183391003,3.87,3.8120438487,
K108,Beehive,Minor Improvement,K,,,2 Improvements 3 Occupations,"Place 2 food on each remaining even-numbered round space. At the start of these rounds, you receive the food.",1,False,True,1034.0,1034.0,973.0,319.0,1.91,0.9410058027,0.3278520041,4.41,4.3710580819,
G065,Beehive Oven,Minor Improvement,G,,2S,,"Whenever you use a bread baking action, you can use the Beehive Oven to convert up to 1 grain into 4 food. Whenever you bake 1 or more grain into bread without using the Beehive Oven, you receive 1 additional food. When you play this card, you can also bake bread immediately.",1,False,False,544.0,498.0,370.0,81.0,3.98,0.6801470588,0.2189189189,2.13,1.9143907563,
WM005,Bee Keeper,Occupation,Wm,,,,"When you play this card, immediately build 1 stable without paying Wood and place it on its side. The stable loses its regular animal functions. (It is still worth 1 additional point if fenced.) In the Feeding phase of each harvest, you receive 1 Food as long as the stable is on your farm.",,False,True,853.0,748.0,553.0,165.0,4.43,0.6483001172,0.2983725136,2.76,2.7283770291,
125,Beestatue,Minor Improvement,G4,,,,,,False,False,748.0,471.0,339.0,77.0,4.35,0.4532085561,0.2271386431,1.47,1.422870033,
FR065,Benefactor,Occupation,Fr,,,,"Once during the game, when you have 4 fenced pastures, you may return 1 animal to the supply to extend your Wooden hut by 1 room at no cost.",,False,True,939.0,905.0,725.0,241.0,2.64,0.7720979766,0.3324137931,3.67,3.6311136992,
E152,Berry Picker,Occupation,E,3+,,,"Whenever you use a family member's action to take wood, take an additional 1 food.",,False,True,850.0,658.0,461.0,77.0,4.64,0.5423529412,0.1670281996,1.29,1.2520096976,
128,Bestfriend,Occupation,G7,,,,,,False,False,298.0,224.0,142.0,57.0,5.27,0.4765100671,0.4014084507,2.73,2.6170445492,
WM063,Birdcage,Minor Improvement,Wm,,2W,,"Each Harvest, you may place 1 Food on this card from your supply. At the end of the game, you receive 1 Bonus point for each food on this card. You may not hold Sheep, Wild Boar, or Cattle in your home. (Even if another card allows this).",,False,True,929.0,563.0,308.0,80.0,4.85,0.3315392896,0.2597402597,1.23,1.1143707899,
130,Birthdaycakemaker,Occupation,G7,,,,,,False,False,295.0,133.0,65.0,15.0,5.29,0.2203389831,0.2307692308,0.73,0.6928664556,
G066,Birthstone,Minor Improvement,G,,,,"Whenever you grow your family, you may pay 1 stone for 1 bonus point. When you play Birthstone, you may immediately do this for any new family member that you already received this round.",,False,False,485.0,320.0,244.0,63.0,5.33,0.5030927835,0.2581967213,1.86,1.7720128443,
G68482,Birth Well,Minor Improvement,G6,,1C,Return The Well,"If you play this card in Round 5 or after, you may immediately take a ”Family Growth” action even without room. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,True,False,372.0,354.0,269.0,91.0,2.75,0.7231182796,0.3382899628,3.49,0.012991166,
G56598,Blackberry Farmer,Occupation,G5,,,,"Whenever you build fences, place Food on each remaining round space, up to the number of fences just built. At the start of these rounds, you receive the Food.",,False,True,706.0,373.0,167.0,34.0,5.56,0.2365439093,0.2035928144,0.69,0.6055876915,
134,Blackriceplant,Minor Improvement,G7,,,,,,False,False,301.0,194.0,140.0,60.0,4.21,0.4651162791,0.4285714286,2.85,2.6645874297,
G45387,Blacksmith,Occupation,G4,,,,"Whenever any player plays an Improvement, they may pay 1 less Stone and pay 1 more Food instead. Whenever another player does this, you receive 1 Food. When you play this card, you may play an Improvement with a printed Stone cost.",,True,False,884.0,791.0,635.0,208.0,3.71,0.7183257919,0.3275590551,3.36,3.2872361543,
G44697,Black Swan Lake,Minor Improvement,G4,,,1 Occupation,"Place 1 Food on each of the next Round spaces, up to the number of your played Occupations. At the start of these rounds, you receive the Food.",1,False,True,835.0,824.0,782.0,254.0,2.23,0.9365269461,0.3248081841,4.35,4.3344804727,
K141,Boar Breeding,Minor Improvement,K,,1F,,"When you play this card,you receive 1 wild boar. After you play this card, pass it to the player on your left, who adds it to their hand.",,False,True,919.0,648.0,449.0,132.0,5.55,0.4885745375,0.293986637,2.05,0.0,
G56066,Boarding School,Minor Improvement,G5,,2W,,"The next time you use ”Family growth”, you may add 3 to the current round and place your newborn on the corresponding Round space. If you do, at the start of that round, place the offspring as an adult in your home even without room and play up to 2 Occupations for free.",1,True,False,604.0,564.0,427.0,165.0,2.13,0.7069536424,0.3864168618,3.9,3.7654623243,
139,Boarfield,Minor Improvement,G7,,,,,,False,False,255.0,246.0,158.0,68.0,3.45,0.6196078431,0.4303797468,3.81,3.7854128993,
G67333,Boar Lord,Occupation,G6,,,,"At the start of each Harvest, if you are the only player with most Wild Boar, you may Plow 1 field.",,False,True,550.0,518.0,370.0,128.0,3.71,0.6727272727,0.3459459459,3.32,3.2168480168,
141,Boarpark,Minor Improvement,G7,,,,,,False,False,293.0,218.0,158.0,34.0,4.97,0.5392491468,0.2151898734,1.66,1.5842842948,
G68582,Boar Trap,Minor Improvement,G6,,2W,,"Whenever you use the ”Take 1 Grain” Action space, you receive 1 Wild Boar.",,False,True,567.0,420.0,283.0,49.0,4.37,0.4991181658,0.1731448763,1.23,1.1953060245,
G710692,Boat Constructor,Occupation,G7,,,,Whenever you use the ”Fishing” Action space you receive 1 additional Food and 1 Wood.,,False,True,275.0,247.0,163.0,30.0,3.94,0.5927272727,0.1840490798,1.56,1.5201975938,
FR066,Boatswain,Occupation,Fr,,,,"Whenever you use the ”Fishing” Action space, you may place 1 Grain from the supply on each of your empty plowed fields. These fields are now considered planted fields. (This does not count as a ”Sow” action)",,False,True,995.0,922.0,873.0,265.0,1.85,0.8773869347,0.3035509737,3.8,3.787305041,
G66481,Bonanza,Minor Improvement,G6,,,3 Occupations,"Whenever you use a ”Take Stone” accumulation space, you also receive 1 Grain.",,False,True,265.0,215.0,159.0,36.0,4.47,0.6,0.2264150943,1.94,1.8552611504,
G56576,Bone Collector,Occupation,G5,,,,"For each Wild Boar, Cattle, or 2 Sheep you convert into Food, you receive 1 Wood from the general supply.",,False,True,640.0,427.0,231.0,81.0,5.36,0.3609375,0.3506493506,1.81,1.7219387755,
WM064,Bonfire,Minor Improvement,Wm,,1W,1 Unused space,"Place 1 Wood from the general supply on 1 Unused farmyard space. As long as the Wood remains, the space counts as used. You may return it at any time to convert animals to Food for the rest of the round. The conversion rates are: sheep →2 food; wild boar →3 food; cattle →4 food.",,False,True,860.0,574.0,339.0,83.0,5.15,0.3941860465,0.2448377581,1.38,1.2323229353,
G45718,Bonus,Minor Improvement,G4,,,Family member on ”Day Laborer”,(This card has no effect.),2,False,True,775.0,441.0,221.0,60.0,5.34,0.2851612903,0.2714932127,1.11,1.0809683675,
G68266,Bonus Room,Minor Improvement,G6,,1W 1C 1R,2 animals,This card provides room for 1 Family member.,,False,True,583.0,574.0,304.0,81.0,2.97,0.5214408233,0.2664473684,1.98,1.8738151124,
U001,Bookmark,Minor Improvement,,,1W,,"Add 3 to the current round and place a marker on the corresponding Round space. At the start of that round, you may play 1 Occupation for free.",,False,True,,,,,,,,,,
K112,Bookshelf,Minor Improvement,K,,1W,3 Occupations,"Whenever you play 1 occupation, you receive 3 food before you pay the costs of the occupation.",1,False,True,1026.0,1025.0,954.0,278.0,1.35,0.9298245614,0.2914046122,3.87,3.8302137828,
G65430,Borrowed Plow,Minor Improvement,G6,,3F,3 Occupations and 1 Wood,"Immediately plow 2 Fields and pay 1 Wood to the player on your right. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,True,False,529.0,436.0,352.0,102.0,4.12,0.6654064272,0.2897727273,2.75,0.0,
WM006,Borrower,Occupation,Wm,,,,"When you play this card, you receive 7 Food and 2 Begging cards. At any time, you may pay 3 Food to discard one of these 2 Begging cards or a Begging card you received instead of paying 1 Food to feed your family.",,False,True,883.0,779.0,532.0,185.0,4.44,0.6024915062,0.3477443609,2.99,2.9367829864,
G66388,Botanist,Occupation,G6,,,,"Whenever you use a Stone Accumulation space, you receive 1 additional Food and 1 Grain or 1 Vegetable.",,False,True,587.0,557.0,411.0,134.0,3.52,0.7001703578,0.3260340633,3.26,3.1817877675,
155,Bottle,Minor Improvement,G7,,,,,,False,False,313.0,224.0,162.0,32.0,4.99,0.517571885,0.1975308642,1.46,1.3793802931,
WM065,Boundary Stones,Minor Improvement,Wm,,1S,,"At the end of the game, you receive 1/2/3/5 Bonus points for having at least 2/3/4/5 fields that are orthogonally adjacent to exactly one other field.",,False,True,905.0,744.0,538.0,182.0,4.63,0.5944751381,0.3382899628,2.87,2.8195280248,
G067,Bountiful Harvest,Minor Improvement,G,,,2 Occupations,"If you harvest at least 2 resources and breed at least 1 animal during a harvest, place 1 food from the general supply on this card. You may use this food at any time. At the end of the game, you receive 1 bonus point for each food on this card.",,False,False,706.0,630.0,526.0,186.0,3.22,0.7450424929,0.3536121673,3.76,3.7350374612,
G67087,Bounty,Minor Improvement,G6,,2W,,"Whenever you play a card with a Bonus point symbol, you may pay 1 Food to receive a Vegetable.",1,False,True,552.0,465.0,365.0,103.0,3.72,0.6612318841,0.2821917808,2.67,2.5999035707,
159,Bouquet,Minor Improvement,,,,,,,False,True,,,,,,,,,,
G67361,Bowyer,Occupation,G6,,,,"Whenever another player takes Sheep/Boar/Cattle from an action space, you receive 1 Food/1 Wood/1 Stone.",,False,True,560.0,306.0,129.0,32.0,5.92,0.2303571429,0.2480620155,0.82,0.7720297421,
E197,Braggart,Occupation,E,3+,,,"At the end of the game, you receive 1/3/5/7/9 Bonus points for having 5/6/7/8/9 improvements in front of you.",1/3/5/7/9 for 5/6/7/8/9 improvements,True,False,184.0,184.0,179.0,82.0,1.05,0.972826087,0.4581005587,6.37,6.3664596273,
G44939,Braid Maker,Occupation,G4,,,,"For you, the Basket Maker’s Workshop is a Minor Improvement and costs only 1 Reed and 1 Stone. In each Harvest, the Braid Maker can convert up to 1 Reed to 2 Food.",,False,True,722.0,564.0,314.0,89.0,4.91,0.4349030471,0.2834394904,1.76,1.6488169804,
WM007,Branch Collector,Occupation,Wm,,,,"Whenever you use Clay or Stone for an Extension, Renovation, or Improvement, you receive 1 Wood from the general supply before paying its costs.",,False,True,820.0,445.0,208.0,60.0,5.68,0.2536585366,0.2884615385,1.05,0.9648887698,
WM066,Brazier,Minor Improvement,Wm,,1W 1C,,"During the Feeding phase of each Harvest, you can use the Brazier to convert exactly 1 animal or Vegetable to Food as follows: vegetable →3 food; sheep→2 food; wild boar →3 food; cattle →4 food.",1,False,True,820.0,395.0,216.0,55.0,5.76,0.2634146341,0.2546296296,0.96,0.8960833656,
WM008,Bread Carrier,Occupation,Wm,,,,"Once any player has built an Oven, place 1 Food on the Remaining round spaces. At the start of the rounds, you receive the Food. (If an Oven has already been built, place the Food immediately. If multiple Ovens are built, you only receive the Food once.)",,False,True,840.0,462.0,183.0,43.0,5.81,0.2178571429,0.2349726776,0.73,0.6953273113,
166,Breadform,Minor Improvement,,,,,,,False,True,,,,,,,,,,
G56323,Bread Machine,Minor Improvement,G5,,,3 Occupations and 1 Baking Improvement,"Once each round, you may skip placing a Family member and receive a ”Bake bread” action instead. You place the person later. You may only do this if every player has at least 1 person still to place.",1,False,True,909.0,837.0,646.0,195.0,3.53,0.7106710671,0.3018575851,3.06,2.9792010603,
K111,Bread Paddle,Minor Improvement,K,,1W,,"Whenever you play an occupation, you may also bake bread.",,False,True,791.0,308.0,154.0,31.0,5.56,0.1946902655,0.2012987013,0.56,0.5017016576,
169,Breadpond,Minor Improvement,,,,,,,False,True,,,,,,,,,,
E155,Bread Seller,Occupation,E,3+,,,Take 1 food from the supply for each bread that is baked whenever any player (including you) bakes bread.,,False,True,689.0,141.0,30.0,6.0,6.23,0.0435413643,0.2,0.12,0.1119635082,
FR010,Breakfast Outdoors,Minor Improvement,Fr,,1 Vegetable / 2 Grain,,"In each Feeding phase, you receive 1 Food.",1,False,True,840.0,445.0,195.0,51.0,5.57,0.2321428571,0.2615384615,0.87,0.8317634746,
172,Breedingbarn,Minor Improvement,G7,,,,,,False,False,315.0,287.0,189.0,46.0,3.74,0.6,0.2433862434,2.09,2.042016101,
173,Breedingstraw,Minor Improvement,G7,,,,,,False,False,403.0,325.0,164.0,48.0,4.6,0.4069478908,0.2926829268,1.7,1.5666473574,
K110,Brewery,Minor Improvement,K,,2 Grain 2S,,"During the feeding phase of the harvest, you can use the Brewery to convert at most 1 grain to 3 food. At the end of the game, you receive 1 bonus point for your ninth grain.",2,False,True,889.0,421.0,152.0,48.0,5.73,0.1709786277,0.3157894737,0.77,0.7104375111,
I243,Bricklayer,Occupation,I,1+,,,Each improvement and renovation costs you 1 clay less. Each room costs you 2 clay less.,,False,True,878.0,843.0,558.0,153.0,3.79,0.6355353075,0.2741935484,2.49,2.4358880153,
FR011,Brickyard,Minor Improvement,Fr,,,2 Occupations,"At the start of each round, if you have no Clay in your supply, place 1 Clay on this card. At any time when this card has 4 or more Clay on it, you may move all of the Clay to your personal supply.",,False,True,866.0,648.0,417.0,138.0,4.77,0.4815242494,0.3309352518,2.28,2.0690277207,
177,Bronzeoven,Minor Improvement,G6,,,,,,False,False,607.0,561.0,358.0,118.0,3.85,0.589785832,0.3296089385,2.78,2.6219774354,
K125,Broom,Minor Improvement,K,,1W,,"Discard all the remaining minor improvements in your hand, and draw 7 new minor improvements. You can play 1 more minor improvement immediately.",,False,True,,,,,,,,,,
E156,Brush Maker,Occupation,E,3+,,,"Whenever you convert wild boar to food, place them on this card. At the end of the game, you receive 1/2/3 bonus points for 2/3/4 slaughtered wild boar.",1/2/3 for 2/3/4 wild boar,False,True,901.0,589.0,264.0,89.0,5.64,0.2930077691,0.3371212121,1.41,1.3309526212,
K294,Brushwood Collector,Occupation,K,3+,,,You may replace the required reeds with 1 wood for any renovation or extension.,,False,True,823.0,662.0,352.0,81.0,4.39,0.4277035237,0.2301136364,1.41,1.3580738824,
